Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Candidate evaluation
480,University of Kentucky,2.41,Masters,Los Angeles,F,1.0,0,1,3,Junior SWE,11/09,01/11,Junior SWE,04/11,08/11,Junior Data Scientist,09/11,04/13,7.48,0
481,Emory University,2.2,Masters,San Antonio,M,N/A,0,N/A,3,Junior SWE,03/08,07/10,Research Assistant,09/10,09/11,Research Assistant,10/11,11/12,2.35,0
482,Harvard University,2.06,PhD,Chicago,N/A,N/A,0,0,1,Teaching Assistant,06/01,02/03,Teaching Assistant,04/03,10/04,ML Engineer,12/04,11/05,5.86,0
483,University of Notre Dame,3.19,Bachelors,Philadelphia,N/A,1.0,0,N/A,4,Research Assistant,11/03,01/05,Senior Data Scientist,01/05,05/07,Lawyer,07/07,07/08,4.96,0
484,University of Missouri,3.4,Masters,Philadelphia,N/A,1.0,0,N/A,2,Senior SWE,08/03,04/04,ML Engineer,05/04,03/05,ML Engineer,03/05,08/07,3.12,0
485,Indiana University Bloomington,2.09,Bachelors,San Antonio,M,N/A,1,N/A,4,Junior Data Scientist,07/09,03/10,Senior Data Scientist,05/10,02/11,Junior SWE,04/11,02/12,1.34,0
486,University of Cincinnati,3.48,Masters,San Antonio,N/A,0.0,1,N/A,0,Lawyer,12/03,04/05,Junior Data Scientist,05/05,09/07,Senior SWE,09/07,11/09,9.18,0
487,Boston University,2.8,PhD,Los Angeles,N/A,0.0,0,1,2,Junior Data Scientist,10/03,08/04,Research Assistant,11/04,06/05,Junior Data Scientist,07/05,12/07,4.94,0
488,University of Missouri,2.46,Masters,San Diego,F,N/A,1,N/A,1,Lawyer,08/01,10/03,Senior SWE,11/03,04/06,ML Engineer,04/06,11/08,0.1,0
489,University of Massachusetts Amherst,2.43,PhD,San Antonio,F,1.0,0,1,0,Research Assistant,09/08,07/09,Senior Data Scientist,07/09,05/11,N/A,N/A,N/A,6.13,0
490,University of Georgia,3.72,Masters,San Jose,N/A,0.0,0,N/A,3,Senior SWE,10/05,05/06,Junior Data Scientist,07/06,10/08,Junior SWE,01/09,09/11,4.81,0
491,University of Washington,2.11,PhD,Phoenix,N/A,N/A,0,1,0,Research Assistant,11/00,02/03,Junior Data Scientist,03/03,01/04,Junior SWE,04/04,11/06,3.32,0
492,University of Washington,3.0,Bachelors,San Antonio,M,1.0,0,1,4,ML Engineer,03/03,02/05,Teaching Assistant,05/05,08/06,Senior SWE,10/06,04/08,4.26,0
493,University of Florida,2.57,Masters,San Jose,N/A,1.0,1,0,4,Junior Data Scientist,12/01,12/02,Teaching Assistant,02/03,02/04,Teaching Assistant,02/04,10/04,9.27,0
494,Stanford University,3.63,Bachelors,San Jose,M,N/A,1,N/A,4,Research Assistant,02/06,11/06,Senior Data Scientist,01/07,09/08,Senior SWE,11/08,12/10,5.31,0
495,Vanderbilt University,3.46,PhD,Chicago,F,0.0,1,1,1,ML Engineer,11/05,09/06,Junior Data Scientist,12/06,05/07,ML Engineer,06/07,09/08,7.26,0
496,Pennsylvania State University,2.63,PhD,San Antonio,F,N/A,1,1,0,Senior Data Scientist,11/08,04/09,Lawyer,05/09,09/09,N/A,N/A,N/A,4.53,1
497,University of Southern California (USC),3.19,PhD,Houston,M,1.0,0,1,4,Lawyer,07/01,05/03,N/A,N/A,N/A,N/A,N/A,N/A,2.69,1
498,Duke University,3.34,Bachelors,Philadelphia,M,1.0,0,0,0,Junior SWE,03/03,09/05,ML Engineer,12/05,12/07,Teaching Assistant,01/08,08/09,1.64,1
499,University of Pittsburgh,2.64,Masters,San Jose,F,1.0,1,1,2,Teaching Assistant,12/05,08/06,Research Assistant,10/06,07/07,Research Assistant,09/07,02/09,3.86,0
500,University of Pennsylvania,2.6,Bachelors,Houston,N/A,N/A,0,N/A,3,ML Engineer,08/06,11/07,Teaching Assistant,11/07,11/09,Lawyer,11/09,02/11,3.37,0
501,University of Iowa,2.28,PhD,Los Angeles,M,1.0,0,N/A,2,Junior Data Scientist,03/06,08/06,Lawyer,08/06,11/07,Lawyer,12/07,08/09,3.06,1
502,Stanford University,3.32,Bachelors,Philadelphia,N/A,N/A,1,N/A,1,Junior Data Scientist,01/00,05/00,Senior SWE,07/00,02/03,Junior SWE,03/03,01/05,5.58,0
503,New York University (NYU),2.44,Bachelors,Philadelphia,F,0.0,1,N/A,2,ML Engineer,06/04,09/06,Senior SWE,11/06,02/09,Research Assistant,04/09,11/09,7.85,1
504,University of Arizona,2.6,Masters,San Antonio,N/A,0.0,0,0,4,Senior SWE,12/02,09/04,N/A,N/A,N/A,N/A,N/A,N/A,9.92,0
505,Stanford University,2.12,Masters,Phoenix,F,0.0,0,0,1,ML Engineer,04/01,07/02,N/A,N/A,N/A,N/A,N/A,N/A,5.53,0
506,University of Tennessee Knoxville,3.89,Bachelors,Los Angeles,N/A,N/A,0,1,4,Senior SWE,08/08,02/11,N/A,N/A,N/A,N/A,N/A,N/A,3.94,0
507,Johns Hopkins University,3.75,Masters,San Antonio,M,1.0,0,0,2,Senior Data Scientist,03/00,02/02,ML Engineer,04/02,05/04,Teaching Assistant,07/04,05/05,0.5,1
508,University of Miami,3.82,PhD,San Diego,N/A,1.0,0,0,2,ML Engineer,08/02,05/04,Junior Data Scientist,05/04,04/06,ML Engineer,05/06,03/07,4.82,0
509,California Institute of Technology (Caltech),3.25,Masters,San Jose,M,0.0,1,0,3,ML Engineer,09/04,01/06,Research Assistant,02/06,12/06,Senior Data Scientist,03/07,04/08,3.75,0
510,Emory University,2.85,PhD,New York City,N/A,1.0,1,N/A,2,Lawyer,08/07,02/08,Senior SWE,04/08,11/08,Senior Data Scientist,11/08,12/09,0.12,0
511,University of Washington,2.99,Masters,New York City,N/A,0.0,1,1,1,Junior Data Scientist,02/04,02/05,ML Engineer,04/05,07/07,N/A,N/A,N/A,0.35,0
512,Rice University,3.94,Bachelors,San Antonio,M,0.0,1,N/A,1,Teaching Assistant,11/05,07/06,ML Engineer,08/06,05/09,Teaching Assistant,07/09,10/11,1.54,1
513,University of Kentucky,3.88,Masters,Los Angeles,F,0.0,1,1,1,Lawyer,12/09,07/10,Junior SWE,07/10,07/12,Lawyer,09/12,03/14,6.72,1
514,Emory University,3.34,Masters,Dallas,M,N/A,0,1,1,Lawyer,07/00,02/01,ML Engineer,05/01,01/03,Junior Data Scientist,02/03,03/05,9.48,0
515,University of Missouri,3.57,Bachelors,San Diego,N/A,1.0,1,1,3,Teaching Assistant,05/04,05/05,Junior Data Scientist,05/05,04/07,Junior SWE,05/07,12/09,7.99,0
516,University of Houston,2.63,Masters,San Jose,F,1.0,1,1,1,Research Assistant,02/06,06/07,Research Assistant,07/07,02/08,Research Assistant,04/08,03/09,7.1,0
517,University of North Carolina at Chapel Hill,2.83,Masters,Phoenix,N/A,N/A,1,0,1,Junior SWE,11/04,06/06,Lawyer,07/06,12/06,Teaching Assistant,01/07,03/08,6.82,0
518,Yale University,2.29,Bachelors,Houston,M,1.0,0,N/A,0,Junior Data Scientist,08/05,09/07,Research Assistant,10/07,03/10,Junior SWE,04/10,10/11,5.94,1
519,Stanford University,2.75,Bachelors,Philadelphia,N/A,0.0,1,0,0,Teaching Assistant,07/05,01/08,N/A,N/A,N/A,N/A,N/A,N/A,0.06,0
520,University of Massachusetts Amherst,3.5,Masters,San Antonio,F,N/A,0,N/A,4,Senior Data Scientist,11/05,01/07,Senior SWE,04/07,10/07,Junior Data Scientist,12/07,04/08,7.36,0
521,University of Hawaii at Manoa,2.94,Masters,New York City,F,1.0,1,1,3,Senior SWE,01/03,11/03,ML Engineer,12/03,03/05,N/A,N/A,N/A,1.56,0
522,University of Notre Dame,3.69,Bachelors,Chicago,M,0.0,1,1,3,Research Assistant,09/06,06/07,ML Engineer,07/07,03/09,Lawyer,03/09,07/10,7.23,0
523,University of Tennessee Knoxville,2.6,Masters,Chicago,M,1.0,0,N/A,4,Lawyer,07/02,10/03,ML Engineer,10/03,07/05,N/A,N/A,N/A,9.99,0
524,University of South Carolina,3.41,Bachelors,San Diego,M,0.0,0,1,2,Lawyer,06/03,03/05,ML Engineer,04/05,09/06,Teaching Assistant,11/06,07/07,8.47,0
525,University of Tennessee Knoxville,3.61,PhD,Houston,F,N/A,1,1,3,Senior Data Scientist,02/06,08/07,ML Engineer,08/07,11/07,Junior SWE,01/08,05/09,0.34,0
526,University of Missouri,3.82,PhD,Philadelphia,N/A,N/A,1,1,2,Senior Data Scientist,09/05,05/08,Junior SWE,06/08,05/09,Teaching Assistant,06/09,09/10,6.48,0
527,University of Cincinnati,3.12,Masters,Houston,F,N/A,0,N/A,3,ML Engineer,01/04,04/04,Junior SWE,05/04,11/04,Lawyer,12/04,06/05,0.36,1
528,Carnegie Mellon University,3.93,Bachelors,New York City,N/A,0.0,1,1,1,ML Engineer,09/00,07/01,Junior Data Scientist,08/01,09/02,Junior SWE,11/02,12/03,6.16,0
529,Stanford University,3.11,Bachelors,San Antonio,F,0.0,0,1,0,Senior Data Scientist,02/05,08/05,Junior SWE,09/05,08/06,Junior Data Scientist,10/06,10/07,3.88,1
530,Northwestern University,2.26,Masters,Houston,M,0.0,0,1,0,Senior Data Scientist,12/07,02/09,Senior SWE,02/09,11/10,N/A,N/A,N/A,7.57,1
531,University of Pennsylvania,2.48,Masters,San Diego,M,0.0,1,0,3,Junior Data Scientist,12/07,04/08,Lawyer,06/08,04/10,ML Engineer,06/10,01/11,0.74,0
532,Michigan State University,2.4,Masters,San Antonio,M,N/A,1,0,1,ML Engineer,06/08,03/09,Senior Data Scientist,06/09,09/10,Junior Data Scientist,10/10,12/12,7.71,1
533,University of Arizona,3.29,Masters,New York City,N/A,N/A,0,N/A,4,Teaching Assistant,01/01,05/03,Senior SWE,08/03,03/04,Senior Data Scientist,04/04,02/05,9.09,0
534,University of Washington,3.84,Masters,Los Angeles,N/A,N/A,1,N/A,3,Junior Data Scientist,08/04,04/06,Junior SWE,05/06,10/08,Teaching Assistant,10/08,04/09,1.98,0
535,University of Connecticut,3.69,PhD,Houston,N/A,N/A,1,1,3,Lawyer,11/02,05/04,Research Assistant,07/04,02/07,Teaching Assistant,03/07,08/08,2.06,0
536,University of Kentucky,2.18,Bachelors,Houston,N/A,0.0,1,0,0,Senior Data Scientist,07/04,07/05,ML Engineer,08/05,11/06,Junior SWE,11/06,07/08,8.81,0
537,Duke University,3.44,PhD,San Antonio,N/A,0.0,0,1,1,Senior Data Scientist,06/09,08/11,Senior Data Scientist,10/11,01/12,Senior Data Scientist,03/12,03/14,0.12,0
538,University of Georgia,2.38,Bachelors,San Jose,M,1.0,1,0,2,Teaching Assistant,05/03,08/05,Junior Data Scientist,09/05,05/06,Lawyer,07/06,08/08,7.5,0
539,University of Missouri,2.53,Masters,San Diego,M,0.0,0,N/A,0,Junior SWE,12/03,03/04,Lawyer,04/04,08/05,N/A,N/A,N/A,6.41,0
540,Columbia University,3.34,PhD,San Antonio,M,1.0,1,1,1,Research Assistant,10/05,05/06,N/A,N/A,N/A,N/A,N/A,N/A,9.68,1
541,Texas A&M University,3.2,PhD,Phoenix,M,1.0,1,0,2,Junior Data Scientist,01/08,05/09,Senior Data Scientist,07/09,08/11,N/A,N/A,N/A,5.73,1
542,Iowa State University,3.74,Bachelors,San Antonio,M,0.0,0,N/A,0,Lawyer,01/01,12/02,Senior Data Scientist,02/03,09/04,Junior Data Scientist,12/04,07/06,6.55,1
543,Columbia University,2.37,Masters,Dallas,N/A,N/A,0,N/A,2,Teaching Assistant,10/03,02/04,ML Engineer,03/04,09/05,Lawyer,09/05,04/06,8.93,0
544,Stanford University,3.52,PhD,Philadelphia,N/A,N/A,0,0,3,Junior Data Scientist,09/07,05/09,N/A,N/A,N/A,N/A,N/A,N/A,4.51,0
545,Dartmouth College,3.44,Bachelors,Houston,N/A,N/A,1,N/A,1,ML Engineer,05/05,03/07,Senior SWE,05/07,04/08,N/A,N/A,N/A,3.33,0
546,Pennsylvania State University,3.11,Bachelors,San Diego,N/A,1.0,1,1,3,ML Engineer,08/02,05/03,Senior Data Scientist,08/03,11/03,Junior Data Scientist,01/04,06/06,4.3,0
547,Iowa State University,2.95,Bachelors,Phoenix,F,0.0,1,1,1,ML Engineer,02/03,11/04,Lawyer,12/04,05/07,Teaching Assistant,06/07,11/09,0.44,0
548,New York University (NYU),3.73,PhD,San Diego,N/A,N/A,1,1,3,Senior Data Scientist,11/07,05/09,Junior Data Scientist,07/09,02/12,Research Assistant,04/12,10/12,8.27,0
549,University of Delaware,2.66,PhD,Dallas,M,1.0,0,1,2,Senior SWE,08/01,02/03,N/A,N/A,N/A,N/A,N/A,N/A,1.85,0
550,Yale University,3.91,Bachelors,Chicago,M,N/A,1,N/A,0,Research Assistant,05/06,02/08,Lawyer,04/08,06/10,Lawyer,07/10,03/11,3.63,0
551,University of Connecticut,2.03,Masters,San Diego,F,N/A,0,0,2,Senior Data Scientist,01/08,04/08,Senior SWE,06/08,08/09,Senior SWE,09/09,10/11,5.49,0
552,University of Alabama,3.87,Bachelors,Houston,M,0.0,0,1,3,Junior Data Scientist,09/08,07/10,Junior SWE,08/10,06/11,Junior Data Scientist,08/11,12/11,7.68,0
553,University of Chicago,3.92,PhD,Philadelphia,F,0.0,0,N/A,0,Research Assistant,03/03,11/03,Junior Data Scientist,02/04,08/05,Junior SWE,09/05,10/06,0.46,1
554,University of Kentucky,2.23,Masters,Chicago,F,0.0,1,N/A,2,Lawyer,08/01,05/03,Senior Data Scientist,05/03,05/04,Junior SWE,06/04,07/05,0.93,1
555,Arizona State University,3.99,Masters,San Antonio,N/A,0.0,0,1,2,Junior SWE,04/08,05/09,Teaching Assistant,07/09,07/11,N/A,N/A,N/A,0.46,0
556,University of Georgia,2.95,PhD,San Diego,F,0.0,1,N/A,4,Senior SWE,11/09,05/10,Senior SWE,08/10,05/12,Lawyer,05/12,07/13,7.38,1
557,University of Pennsylvania,2.48,PhD,Dallas,F,1.0,1,1,0,ML Engineer,08/01,04/02,Junior Data Scientist,06/02,12/02,Lawyer,03/03,04/04,6.97,1
558,University of New Mexico,3.2,Bachelors,Houston,M,N/A,0,1,4,Research Assistant,05/01,09/03,Senior SWE,10/03,01/05,Lawyer,04/05,03/06,4.03,0
559,University of South Carolina,2.4,Masters,San Jose,F,N/A,0,0,1,Research Assistant,07/04,09/05,N/A,N/A,N/A,N/A,N/A,N/A,9.58,1
560,University of Notre Dame,3.83,PhD,Chicago,N/A,N/A,1,0,4,Senior Data Scientist,12/03,12/05,Senior Data Scientist,01/06,07/08,Junior Data Scientist,07/08,01/10,5.44,0
561,Boston University,3.1,PhD,New York City,N/A,1.0,0,1,3,Junior SWE,11/02,10/03,ML Engineer,11/03,12/04,N/A,N/A,N/A,2.43,0
562,Georgetown University,3.55,Masters,San Jose,M,0.0,0,N/A,3,ML Engineer,12/05,06/07,Senior SWE,09/07,02/08,ML Engineer,04/08,10/09,4.62,1
563,University of Colorado Boulder,2.76,PhD,San Antonio,M,1.0,1,1,4,Junior Data Scientist,07/00,02/02,Senior Data Scientist,04/02,04/03,Junior SWE,05/03,04/04,7.46,0
564,Vanderbilt University,3.06,Masters,Dallas,F,N/A,1,0,3,Junior Data Scientist,05/08,07/09,ML Engineer,10/09,04/12,Senior Data Scientist,05/12,09/14,7.74,0
565,Arizona State University,2.71,Masters,Philadelphia,M,1.0,1,1,3,Junior Data Scientist,09/01,05/04,Teaching Assistant,07/04,09/05,Teaching Assistant,11/05,01/08,7.28,1
566,University of Houston,2.52,PhD,Houston,M,0.0,1,0,0,ML Engineer,05/05,05/06,Senior SWE,06/06,03/07,Senior Data Scientist,04/07,08/09,5.33,1
567,Columbia University,3.02,Bachelors,Philadelphia,M,0.0,1,0,0,Teaching Assistant,06/02,07/04,Junior SWE,07/04,06/06,Junior SWE,08/06,06/07,8.75,1
568,Iowa State University,2.99,Masters,Dallas,M,0.0,1,1,4,Research Assistant,03/05,11/06,Senior SWE,01/07,02/08,Teaching Assistant,02/08,07/09,4.09,1
569,University of Alabama,2.19,Masters,San Diego,N/A,0.0,0,1,0,Teaching Assistant,08/07,06/09,Senior SWE,07/09,11/09,Research Assistant,12/09,08/12,4.2,0
570,University of Houston,3.96,Bachelors,San Diego,N/A,1.0,0,1,4,Senior Data Scientist,01/00,06/02,ML Engineer,08/02,04/03,Senior Data Scientist,07/03,10/05,1.65,0
571,University of Delaware,2.93,PhD,Houston,N/A,0.0,1,0,1,Junior Data Scientist,10/08,08/09,Junior SWE,08/09,02/10,Research Assistant,02/10,11/10,2.25,0
572,University of Florida,3.67,PhD,New York City,N/A,N/A,1,N/A,4,Senior Data Scientist,09/05,08/06,Research Assistant,09/06,01/07,Teaching Assistant,02/07,07/09,1.69,0
573,University of Kansas,3.82,Masters,Phoenix,M,N/A,1,0,1,ML Engineer,11/01,01/04,Junior SWE,04/04,07/06,Teaching Assistant,07/06,06/08,8.03,0
574,Iowa State University,2.74,Masters,Phoenix,N/A,N/A,0,1,0,Teaching Assistant,08/06,09/08,Junior Data Scientist,11/08,05/09,N/A,N/A,N/A,5.41,0
575,Cornell University,2.82,PhD,Chicago,F,N/A,0,0,1,Lawyer,05/00,02/03,Junior SWE,03/03,09/05,Lawyer,11/05,11/06,9.53,0
576,Texas A&M University,3.12,Bachelors,Phoenix,N/A,N/A,1,0,4,Research Assistant,10/04,05/05,Junior SWE,06/05,04/06,Lawyer,04/06,12/08,8.99,0
577,University of Massachusetts Amherst,2.44,Masters,San Jose,M,N/A,1,0,1,Senior Data Scientist,08/06,06/07,Research Assistant,07/07,12/07,Research Assistant,03/08,07/10,3.36,0
578,University of Minnesota Twin Cities,2.29,PhD,Chicago,M,1.0,1,0,4,Junior SWE,05/05,12/07,Research Assistant,01/08,02/09,Lawyer,04/09,06/10,6.24,0
579,University of Florida,2.52,Bachelors,Houston,N/A,1.0,1,0,2,ML Engineer,04/02,03/04,Senior SWE,05/04,11/05,N/A,N/A,N/A,6.76,0
580,University of Oklahoma,3.86,Masters,Los Angeles,M,1.0,0,N/A,4,Senior SWE,11/05,04/07,Teaching Assistant,06/07,04/09,Junior Data Scientist,07/09,10/10,5.83,1
581,University of Virginia,3.15,Masters,San Diego,N/A,0.0,0,0,2,Lawyer,09/04,03/07,Senior Data Scientist,03/07,03/09,Research Assistant,05/09,08/09,4.41,0
582,Indiana University Bloomington,2.83,PhD,San Diego,N/A,0.0,1,N/A,3,Research Assistant,04/08,11/09,Junior SWE,01/10,09/11,Junior SWE,10/11,06/14,6.46,0
583,University of Houston,2.3,Masters,San Jose,M,N/A,1,1,1,Junior SWE,05/07,10/07,Senior SWE,12/07,03/08,Senior Data Scientist,04/08,09/10,1.24,0
584,Yale University,2.65,Masters,Phoenix,N/A,0.0,0,1,0,Senior SWE,12/00,01/02,Senior Data Scientist,02/02,12/02,Junior Data Scientist,02/03,08/03,6.62,0
585,Virginia Tech,2.75,PhD,New York City,F,1.0,1,1,2,ML Engineer,06/03,06/04,Senior Data Scientist,07/04,11/06,ML Engineer,12/06,08/09,1.22,0
586,University of North Carolina at Chapel Hill,3.66,PhD,Phoenix,N/A,N/A,1,1,4,Senior Data Scientist,11/09,12/11,Junior SWE,01/12,05/14,Senior SWE,08/14,06/16,5.04,0
587,University of Pittsburgh,2.99,PhD,Philadelphia,M,1.0,1,1,0,Research Assistant,04/02,08/04,Senior Data Scientist,11/04,03/06,Research Assistant,06/06,01/07,0.1,0
588,University of Georgia,3.3,Bachelors,Los Angeles,M,N/A,0,1,2,Senior Data Scientist,06/01,10/02,ML Engineer,11/02,04/04,Senior SWE,05/04,10/05,8.97,0
589,Emory University,3.36,PhD,San Jose,M,0.0,0,1,2,Senior SWE,08/09,10/11,N/A,N/A,N/A,N/A,N/A,N/A,5.4,1
590,Stanford University,2.51,PhD,San Diego,M,N/A,1,0,3,Lawyer,11/07,06/08,Senior Data Scientist,08/08,12/10,ML Engineer,12/10,10/11,4.69,1
591,Indiana University Bloomington,3.64,Masters,Philadelphia,M,1.0,1,N/A,0,Junior SWE,02/09,02/10,Research Assistant,03/10,02/12,Junior SWE,04/12,11/13,1.26,1
592,University of Michigan,3.93,Bachelors,San Diego,N/A,0.0,0,0,2,Lawyer,05/00,07/02,Teaching Assistant,10/02,06/03,Senior SWE,09/03,12/05,8.42,0
593,University of Washington,3.28,Masters,Los Angeles,F,1.0,0,1,2,ML Engineer,01/02,10/02,Junior Data Scientist,12/02,01/04,Junior Data Scientist,03/04,08/05,4.66,0
594,Louisiana State University (LSU),2.98,PhD,Dallas,N/A,0.0,1,N/A,4,Junior SWE,09/06,07/08,Lawyer,08/08,02/10,Research Assistant,03/10,01/11,9.02,0
595,Vanderbilt University,2.33,PhD,Dallas,N/A,1.0,0,N/A,3,Senior SWE,02/07,08/09,Senior Data Scientist,10/09,04/12,N/A,N/A,N/A,1.81,0
596,Purdue University,3.58,Bachelors,San Jose,M,1.0,0,1,4,Lawyer,07/07,02/10,Junior Data Scientist,04/10,10/12,Senior SWE,01/13,07/13,0.38,0
597,University of Connecticut,2.33,PhD,San Antonio,F,N/A,0,1,4,Research Assistant,01/04,12/05,ML Engineer,12/05,12/06,Junior SWE,01/07,06/09,0.5,1
598,Cornell University,3.44,PhD,Los Angeles,N/A,0.0,0,N/A,3,Lawyer,11/05,08/08,N/A,N/A,N/A,N/A,N/A,N/A,3.87,0
599,Harvard University,2.97,PhD,San Diego,F,1.0,1,0,0,Lawyer,09/08,01/10,Research Assistant,03/10,09/12,Senior SWE,10/12,03/14,3.66,0
600,University of Cincinnati,3.83,PhD,Phoenix,F,0.0,1,1,2,Junior Data Scientist,11/05,03/07,Lawyer,06/07,05/09,Junior SWE,07/09,12/11,4.97,0
601,Yale University,3.08,Masters,San Diego,N/A,N/A,1,0,3,ML Engineer,05/06,09/07,Senior Data Scientist,11/07,02/08,Senior SWE,03/08,12/08,7.3,0
602,University of Oklahoma,3.28,Bachelors,Philadelphia,N/A,1.0,1,N/A,0,Senior SWE,03/00,07/00,Teaching Assistant,09/00,02/01,N/A,N/A,N/A,1.64,0
603,University of Minnesota Twin Cities,2.11,Masters,New York City,M,N/A,0,1,1,Senior SWE,09/09,05/10,Teaching Assistant,07/10,10/11,Teaching Assistant,12/11,10/12,6.08,0
604,University of Missouri,2.06,Bachelors,San Jose,M,N/A,0,0,1,Junior SWE,07/03,12/04,Senior Data Scientist,03/05,10/06,Senior SWE,10/06,12/07,9.73,0
605,University of Connecticut,3.69,Masters,San Antonio,N/A,N/A,0,N/A,0,ML Engineer,11/02,05/05,N/A,N/A,N/A,N/A,N/A,N/A,6.02,0
606,University of Tennessee Knoxville,3.89,PhD,Philadelphia,M,1.0,1,0,0,Research Assistant,08/05,11/06,Senior Data Scientist,02/07,12/08,Research Assistant,12/08,05/09,2.29,1
607,University of Minnesota Twin Cities,3.33,PhD,New York City,M,1.0,0,1,3,Senior Data Scientist,08/07,03/08,Teaching Assistant,06/08,01/10,ML Engineer,04/10,12/11,4.26,0
608,Louisiana State University (LSU),3.52,Masters,Phoenix,F,0.0,1,N/A,4,Senior Data Scientist,11/01,02/04,Junior Data Scientist,03/04,03/05,Junior SWE,04/05,08/07,9.53,0
609,University of Chicago,2.82,PhD,New York City,M,N/A,0,1,4,Junior SWE,05/04,12/04,Senior Data Scientist,02/05,12/05,Teaching Assistant,01/06,11/07,0.93,1
610,University of Washington,3.68,Masters,Philadelphia,N/A,1.0,0,1,2,ML Engineer,06/05,11/05,Senior SWE,11/05,02/07,Junior SWE,03/07,06/07,0.19,0
611,University of Connecticut,2.46,PhD,San Antonio,F,1.0,1,1,0,Teaching Assistant,06/08,06/10,Junior Data Scientist,07/10,05/11,Junior SWE,07/11,09/13,1.78,0
612,Dartmouth College,3.41,Bachelors,Houston,F,0.0,1,1,4,Teaching Assistant,11/09,11/10,Senior SWE,02/11,04/13,N/A,N/A,N/A,4.56,0
613,University of Oregon,2.01,Bachelors,Philadelphia,N/A,N/A,0,N/A,4,Junior SWE,04/04,11/05,Senior Data Scientist,12/05,05/07,Junior Data Scientist,07/07,10/07,2.78,0
614,University of Pittsburgh,3.01,Masters,Houston,F,1.0,1,1,4,Senior SWE,09/05,12/06,Junior SWE,02/07,06/09,Teaching Assistant,07/09,07/11,6.71,0
615,Ohio State University,2.74,Masters,Dallas,F,N/A,0,1,2,Teaching Assistant,01/05,06/05,Teaching Assistant,07/05,12/06,Junior Data Scientist,02/07,10/08,7.75,1
616,Boston University,3.23,Masters,Houston,F,N/A,0,0,4,Teaching Assistant,10/04,10/06,Senior SWE,12/06,04/09,Junior SWE,06/09,09/10,6.8,0
617,University of Kansas,3.33,PhD,Los Angeles,M,N/A,0,0,4,ML Engineer,02/07,07/07,ML Engineer,07/07,11/08,Teaching Assistant,12/08,06/11,2.31,0
618,Vanderbilt University,3.23,Masters,Chicago,N/A,N/A,1,1,4,ML Engineer,03/00,09/00,Teaching Assistant,11/00,04/01,Senior Data Scientist,06/01,07/02,3.15,0
619,University of Delaware,2.96,PhD,Houston,N/A,0.0,1,1,0,Junior SWE,02/01,07/01,N/A,N/A,N/A,N/A,N/A,N/A,2.02,0
620,Cornell University,2.97,PhD,Phoenix,N/A,0.0,1,1,0,Junior Data Scientist,09/04,03/05,Lawyer,04/05,02/06,Senior Data Scientist,03/06,08/06,5.06,0
621,University of North Carolina at Chapel Hill,2.01,Bachelors,Los Angeles,M,0.0,1,N/A,1,Junior SWE,02/04,07/05,N/A,N/A,N/A,N/A,N/A,N/A,1.32,0
622,University of Pennsylvania,3.1,PhD,Los Angeles,N/A,N/A,1,N/A,1,Teaching Assistant,05/06,01/08,N/A,N/A,N/A,N/A,N/A,N/A,5.44,0
623,University of Michigan,2.02,PhD,Chicago,N/A,N/A,0,0,0,Teaching Assistant,04/00,11/02,N/A,N/A,N/A,N/A,N/A,N/A,5.99,0
624,University of Pennsylvania,3.05,Masters,New York City,F,0.0,0,N/A,4,Junior Data Scientist,01/01,05/01,Research Assistant,07/01,02/04,Junior SWE,02/04,08/06,9.36,0
625,Ohio State University,2.54,Bachelors,San Antonio,F,0.0,1,0,3,Junior SWE,06/07,04/09,Senior SWE,06/09,09/11,Junior Data Scientist,09/11,11/13,4.85,0
626,University of Kentucky,3.95,Bachelors,Philadelphia,N/A,0.0,0,0,3,Lawyer,04/04,09/05,Lawyer,11/05,04/07,Senior SWE,04/07,08/07,3.74,0
627,University of Michigan,2.03,PhD,Chicago,N/A,N/A,1,1,4,Research Assistant,11/08,03/10,Lawyer,06/10,03/12,Senior SWE,04/12,03/13,7.49,0
628,University of Washington,3.62,Bachelors,Houston,M,N/A,1,1,1,Junior SWE,02/01,03/02,Lawyer,04/02,08/04,N/A,N/A,N/A,3.15,0
629,University of Minnesota Twin Cities,3.34,PhD,Houston,M,1.0,0,N/A,3,Teaching Assistant,04/02,11/02,Teaching Assistant,01/03,05/05,Research Assistant,06/05,04/06,2.0,1
630,University of Oklahoma,3.61,Bachelors,Los Angeles,N/A,1.0,1,0,4,Research Assistant,03/09,12/09,ML Engineer,02/10,12/11,Teaching Assistant,12/11,12/12,8.77,0
