Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
540,Columbia University,3.34,PhD,San Antonio,M,1.0,1,1,1,Research Assistant,10/05,05/06,N/A,N/A,N/A,N/A,N/A,N/A
541,Texas A&M University,3.2,PhD,Phoenix,M,1.0,1,0,2,Junior Data Scientist,01/08,05/09,Senior Data Scientist,07/09,08/11,N/A,N/A,N/A
542,Iowa State University,3.74,Bachelors,San Antonio,M,0.0,0,N/A,0,Lawyer,01/01,12/02,Senior Data Scientist,02/03,09/04,Junior Data Scientist,12/04,07/06
543,Columbia University,2.37,Masters,Dallas,N/A,N/A,0,N/A,2,Teaching Assistant,10/03,02/04,ML Engineer,03/04,09/05,Lawyer,09/05,04/06
544,Stanford University,3.52,PhD,Philadelphia,N/A,N/A,0,0,3,Junior Data Scientist,09/07,05/09,N/A,N/A,N/A,N/A,N/A,N/A
545,Dartmouth College,3.44,Bachelors,Houston,N/A,N/A,1,N/A,1,ML Engineer,05/05,03/07,Senior SWE,05/07,04/08,N/A,N/A,N/A
546,Pennsylvania State University,3.11,Bachelors,San Diego,N/A,1.0,1,1,3,ML Engineer,08/02,05/03,Senior Data Scientist,08/03,11/03,Junior Data Scientist,01/04,06/06
547,Iowa State University,2.95,Bachelors,Phoenix,F,0.0,1,1,1,ML Engineer,02/03,11/04,Lawyer,12/04,05/07,Teaching Assistant,06/07,11/09
548,New York University (NYU),3.73,PhD,San Diego,N/A,N/A,1,1,3,Senior Data Scientist,11/07,05/09,Junior Data Scientist,07/09,02/12,Research Assistant,04/12,10/12
549,University of Delaware,2.66,PhD,Dallas,M,1.0,0,1,2,Senior SWE,08/01,02/03,N/A,N/A,N/A,N/A,N/A,N/A
550,Yale University,3.91,Bachelors,Chicago,M,N/A,1,N/A,0,Research Assistant,05/06,02/08,Lawyer,04/08,06/10,Lawyer,07/10,03/11
551,University of Connecticut,2.03,Masters,San Diego,F,N/A,0,0,2,Senior Data Scientist,01/08,04/08,Senior SWE,06/08,08/09,Senior SWE,09/09,10/11
552,University of Alabama,3.87,Bachelors,Houston,M,0.0,0,1,3,Junior Data Scientist,09/08,07/10,Junior SWE,08/10,06/11,Junior Data Scientist,08/11,12/11
553,University of Chicago,3.92,PhD,Philadelphia,F,0.0,0,N/A,0,Research Assistant,03/03,11/03,Junior Data Scientist,02/04,08/05,Junior SWE,09/05,10/06
554,University of Kentucky,2.23,Masters,Chicago,F,0.0,1,N/A,2,Lawyer,08/01,05/03,Senior Data Scientist,05/03,05/04,Junior SWE,06/04,07/05
555,Arizona State University,3.99,Masters,San Antonio,N/A,0.0,0,1,2,Junior SWE,04/08,05/09,Teaching Assistant,07/09,07/11,N/A,N/A,N/A
556,University of Georgia,2.95,PhD,San Diego,F,0.0,1,N/A,4,Senior SWE,11/09,05/10,Senior SWE,08/10,05/12,Lawyer,05/12,07/13
557,University of Pennsylvania,2.48,PhD,Dallas,F,1.0,1,1,0,ML Engineer,08/01,04/02,Junior Data Scientist,06/02,12/02,Lawyer,03/03,04/04
558,University of New Mexico,3.2,Bachelors,Houston,M,N/A,0,1,4,Research Assistant,05/01,09/03,Senior SWE,10/03,01/05,Lawyer,04/05,03/06
559,University of South Carolina,2.4,Masters,San Jose,F,N/A,0,0,1,Research Assistant,07/04,09/05,N/A,N/A,N/A,N/A,N/A,N/A
560,University of Notre Dame,3.83,PhD,Chicago,N/A,N/A,1,0,4,Senior Data Scientist,12/03,12/05,Senior Data Scientist,01/06,07/08,Junior Data Scientist,07/08,01/10
561,Boston University,3.1,PhD,New York City,N/A,1.0,0,1,3,Junior SWE,11/02,10/03,ML Engineer,11/03,12/04,N/A,N/A,N/A
562,Georgetown University,3.55,Masters,San Jose,M,0.0,0,N/A,3,ML Engineer,12/05,06/07,Senior SWE,09/07,02/08,ML Engineer,04/08,10/09
563,University of Colorado Boulder,2.76,PhD,San Antonio,M,1.0,1,1,4,Junior Data Scientist,07/00,02/02,Senior Data Scientist,04/02,04/03,Junior SWE,05/03,04/04
564,Vanderbilt University,3.06,Masters,Dallas,F,N/A,1,0,3,Junior Data Scientist,05/08,07/09,ML Engineer,10/09,04/12,Senior Data Scientist,05/12,09/14
565,Arizona State University,2.71,Masters,Philadelphia,M,1.0,1,1,3,Junior Data Scientist,09/01,05/04,Teaching Assistant,07/04,09/05,Teaching Assistant,11/05,01/08
566,University of Houston,2.52,PhD,Houston,M,0.0,1,0,0,ML Engineer,05/05,05/06,Senior SWE,06/06,03/07,Senior Data Scientist,04/07,08/09
567,Columbia University,3.02,Bachelors,Philadelphia,M,0.0,1,0,0,Teaching Assistant,06/02,07/04,Junior SWE,07/04,06/06,Junior SWE,08/06,06/07
568,Iowa State University,2.99,Masters,Dallas,M,0.0,1,1,4,Research Assistant,03/05,11/06,Senior SWE,01/07,02/08,Teaching Assistant,02/08,07/09
569,University of Alabama,2.19,Masters,San Diego,N/A,0.0,0,1,0,Teaching Assistant,08/07,06/09,Senior SWE,07/09,11/09,Research Assistant,12/09,08/12
570,University of Houston,3.96,Bachelors,San Diego,N/A,1.0,0,1,4,Senior Data Scientist,01/00,06/02,ML Engineer,08/02,04/03,Senior Data Scientist,07/03,10/05
571,University of Delaware,2.93,PhD,Houston,N/A,0.0,1,0,1,Junior Data Scientist,10/08,08/09,Junior SWE,08/09,02/10,Research Assistant,02/10,11/10
572,University of Florida,3.67,PhD,New York City,N/A,N/A,1,N/A,4,Senior Data Scientist,09/05,08/06,Research Assistant,09/06,01/07,Teaching Assistant,02/07,07/09
573,University of Kansas,3.82,Masters,Phoenix,M,N/A,1,0,1,ML Engineer,11/01,01/04,Junior SWE,04/04,07/06,Teaching Assistant,07/06,06/08
574,Iowa State University,2.74,Masters,Phoenix,N/A,N/A,0,1,0,Teaching Assistant,08/06,09/08,Junior Data Scientist,11/08,05/09,N/A,N/A,N/A
575,Cornell University,2.82,PhD,Chicago,F,N/A,0,0,1,Lawyer,05/00,02/03,Junior SWE,03/03,09/05,Lawyer,11/05,11/06
576,Texas A&M University,3.12,Bachelors,Phoenix,N/A,N/A,1,0,4,Research Assistant,10/04,05/05,Junior SWE,06/05,04/06,Lawyer,04/06,12/08
577,University of Massachusetts Amherst,2.44,Masters,San Jose,M,N/A,1,0,1,Senior Data Scientist,08/06,06/07,Research Assistant,07/07,12/07,Research Assistant,03/08,07/10
578,University of Minnesota Twin Cities,2.29,PhD,Chicago,M,1.0,1,0,4,Junior SWE,05/05,12/07,Research Assistant,01/08,02/09,Lawyer,04/09,06/10
579,University of Florida,2.52,Bachelors,Houston,N/A,1.0,1,0,2,ML Engineer,04/02,03/04,Senior SWE,05/04,11/05,N/A,N/A,N/A
580,University of Oklahoma,3.86,Masters,Los Angeles,M,1.0,0,N/A,4,Senior SWE,11/05,04/07,Teaching Assistant,06/07,04/09,Junior Data Scientist,07/09,10/10
581,University of Virginia,3.15,Masters,San Diego,N/A,0.0,0,0,2,Lawyer,09/04,03/07,Senior Data Scientist,03/07,03/09,Research Assistant,05/09,08/09
582,Indiana University Bloomington,2.83,PhD,San Diego,N/A,0.0,1,N/A,3,Research Assistant,04/08,11/09,Junior SWE,01/10,09/11,Junior SWE,10/11,06/14
583,University of Houston,2.3,Masters,San Jose,M,N/A,1,1,1,Junior SWE,05/07,10/07,Senior SWE,12/07,03/08,Senior Data Scientist,04/08,09/10
584,Yale University,2.65,Masters,Phoenix,N/A,0.0,0,1,0,Senior SWE,12/00,01/02,Senior Data Scientist,02/02,12/02,Junior Data Scientist,02/03,08/03
585,Virginia Tech,2.75,PhD,New York City,F,1.0,1,1,2,ML Engineer,06/03,06/04,Senior Data Scientist,07/04,11/06,ML Engineer,12/06,08/09
586,University of North Carolina at Chapel Hill,3.66,PhD,Phoenix,N/A,N/A,1,1,4,Senior Data Scientist,11/09,12/11,Junior SWE,01/12,05/14,Senior SWE,08/14,06/16
587,University of Pittsburgh,2.99,PhD,Philadelphia,M,1.0,1,1,0,Research Assistant,04/02,08/04,Senior Data Scientist,11/04,03/06,Research Assistant,06/06,01/07
588,University of Georgia,3.3,Bachelors,Los Angeles,M,N/A,0,1,2,Senior Data Scientist,06/01,10/02,ML Engineer,11/02,04/04,Senior SWE,05/04,10/05
589,Emory University,3.36,PhD,San Jose,M,0.0,0,1,2,Senior SWE,08/09,10/11,N/A,N/A,N/A,N/A,N/A,N/A
590,Stanford University,2.51,PhD,San Diego,M,N/A,1,0,3,Lawyer,11/07,06/08,Senior Data Scientist,08/08,12/10,ML Engineer,12/10,10/11
591,Indiana University Bloomington,3.64,Masters,Philadelphia,M,1.0,1,N/A,0,Junior SWE,02/09,02/10,Research Assistant,03/10,02/12,Junior SWE,04/12,11/13
592,University of Michigan,3.93,Bachelors,San Diego,N/A,0.0,0,0,2,Lawyer,05/00,07/02,Teaching Assistant,10/02,06/03,Senior SWE,09/03,12/05
593,University of Washington,3.28,Masters,Los Angeles,F,1.0,0,1,2,ML Engineer,01/02,10/02,Junior Data Scientist,12/02,01/04,Junior Data Scientist,03/04,08/05
594,Louisiana State University (LSU),2.98,PhD,Dallas,N/A,0.0,1,N/A,4,Junior SWE,09/06,07/08,Lawyer,08/08,02/10,Research Assistant,03/10,01/11
595,Vanderbilt University,2.33,PhD,Dallas,N/A,1.0,0,N/A,3,Senior SWE,02/07,08/09,Senior Data Scientist,10/09,04/12,N/A,N/A,N/A
596,Purdue University,3.58,Bachelors,San Jose,M,1.0,0,1,4,Lawyer,07/07,02/10,Junior Data Scientist,04/10,10/12,Senior SWE,01/13,07/13
597,University of Connecticut,2.33,PhD,San Antonio,F,N/A,0,1,4,Research Assistant,01/04,12/05,ML Engineer,12/05,12/06,Junior SWE,01/07,06/09
598,Cornell University,3.44,PhD,Los Angeles,N/A,0.0,0,N/A,3,Lawyer,11/05,08/08,N/A,N/A,N/A,N/A,N/A,N/A
599,Harvard University,2.97,PhD,San Diego,F,1.0,1,0,0,Lawyer,09/08,01/10,Research Assistant,03/10,09/12,Senior SWE,10/12,03/14
600,University of Cincinnati,3.83,PhD,Phoenix,F,0.0,1,1,2,Junior Data Scientist,11/05,03/07,Lawyer,06/07,05/09,Junior SWE,07/09,12/11
601,Yale University,3.08,Masters,San Diego,N/A,N/A,1,0,3,ML Engineer,05/06,09/07,Senior Data Scientist,11/07,02/08,Senior SWE,03/08,12/08
602,University of Oklahoma,3.28,Bachelors,Philadelphia,N/A,1.0,1,N/A,0,Senior SWE,03/00,07/00,Teaching Assistant,09/00,02/01,N/A,N/A,N/A
603,University of Minnesota Twin Cities,2.11,Masters,New York City,M,N/A,0,1,1,Senior SWE,09/09,05/10,Teaching Assistant,07/10,10/11,Teaching Assistant,12/11,10/12
604,University of Missouri,2.06,Bachelors,San Jose,M,N/A,0,0,1,Junior SWE,07/03,12/04,Senior Data Scientist,03/05,10/06,Senior SWE,10/06,12/07
605,University of Connecticut,3.69,Masters,San Antonio,N/A,N/A,0,N/A,0,ML Engineer,11/02,05/05,N/A,N/A,N/A,N/A,N/A,N/A
606,University of Tennessee Knoxville,3.89,PhD,Philadelphia,M,1.0,1,0,0,Research Assistant,08/05,11/06,Senior Data Scientist,02/07,12/08,Research Assistant,12/08,05/09
607,University of Minnesota Twin Cities,3.33,PhD,New York City,M,1.0,0,1,3,Senior Data Scientist,08/07,03/08,Teaching Assistant,06/08,01/10,ML Engineer,04/10,12/11
608,Louisiana State University (LSU),3.52,Masters,Phoenix,F,0.0,1,N/A,4,Senior Data Scientist,11/01,02/04,Junior Data Scientist,03/04,03/05,Junior SWE,04/05,08/07
609,University of Chicago,2.82,PhD,New York City,M,N/A,0,1,4,Junior SWE,05/04,12/04,Senior Data Scientist,02/05,12/05,Teaching Assistant,01/06,11/07
610,University of Washington,3.68,Masters,Philadelphia,N/A,1.0,0,1,2,ML Engineer,06/05,11/05,Senior SWE,11/05,02/07,Junior SWE,03/07,06/07
611,University of Connecticut,2.46,PhD,San Antonio,F,1.0,1,1,0,Teaching Assistant,06/08,06/10,Junior Data Scientist,07/10,05/11,Junior SWE,07/11,09/13
612,Dartmouth College,3.41,Bachelors,Houston,F,0.0,1,1,4,Teaching Assistant,11/09,11/10,Senior SWE,02/11,04/13,N/A,N/A,N/A
613,University of Oregon,2.01,Bachelors,Philadelphia,N/A,N/A,0,N/A,4,Junior SWE,04/04,11/05,Senior Data Scientist,12/05,05/07,Junior Data Scientist,07/07,10/07
614,University of Pittsburgh,3.01,Masters,Houston,F,1.0,1,1,4,Senior SWE,09/05,12/06,Junior SWE,02/07,06/09,Teaching Assistant,07/09,07/11
615,Ohio State University,2.74,Masters,Dallas,F,N/A,0,1,2,Teaching Assistant,01/05,06/05,Teaching Assistant,07/05,12/06,Junior Data Scientist,02/07,10/08
616,Boston University,3.23,Masters,Houston,F,N/A,0,0,4,Teaching Assistant,10/04,10/06,Senior SWE,12/06,04/09,Junior SWE,06/09,09/10
617,University of Kansas,3.33,PhD,Los Angeles,M,N/A,0,0,4,ML Engineer,02/07,07/07,ML Engineer,07/07,11/08,Teaching Assistant,12/08,06/11
618,Vanderbilt University,3.23,Masters,Chicago,N/A,N/A,1,1,4,ML Engineer,03/00,09/00,Teaching Assistant,11/00,04/01,Senior Data Scientist,06/01,07/02
619,University of Delaware,2.96,PhD,Houston,N/A,0.0,1,1,0,Junior SWE,02/01,07/01,N/A,N/A,N/A,N/A,N/A,N/A
620,Cornell University,2.97,PhD,Phoenix,N/A,0.0,1,1,0,Junior Data Scientist,09/04,03/05,Lawyer,04/05,02/06,Senior Data Scientist,03/06,08/06
621,University of North Carolina at Chapel Hill,2.01,Bachelors,Los Angeles,M,0.0,1,N/A,1,Junior SWE,02/04,07/05,N/A,N/A,N/A,N/A,N/A,N/A
622,University of Pennsylvania,3.1,PhD,Los Angeles,N/A,N/A,1,N/A,1,Teaching Assistant,05/06,01/08,N/A,N/A,N/A,N/A,N/A,N/A
623,University of Michigan,2.02,PhD,Chicago,N/A,N/A,0,0,0,Teaching Assistant,04/00,11/02,N/A,N/A,N/A,N/A,N/A,N/A
624,University of Pennsylvania,3.05,Masters,New York City,F,0.0,0,N/A,4,Junior Data Scientist,01/01,05/01,Research Assistant,07/01,02/04,Junior SWE,02/04,08/06
625,Ohio State University,2.54,Bachelors,San Antonio,F,0.0,1,0,3,Junior SWE,06/07,04/09,Senior SWE,06/09,09/11,Junior Data Scientist,09/11,11/13
626,University of Kentucky,3.95,Bachelors,Philadelphia,N/A,0.0,0,0,3,Lawyer,04/04,09/05,Lawyer,11/05,04/07,Senior SWE,04/07,08/07
627,University of Michigan,2.03,PhD,Chicago,N/A,N/A,1,1,4,Research Assistant,11/08,03/10,Lawyer,06/10,03/12,Senior SWE,04/12,03/13
628,University of Washington,3.62,Bachelors,Houston,M,N/A,1,1,1,Junior SWE,02/01,03/02,Lawyer,04/02,08/04,N/A,N/A,N/A
629,University of Minnesota Twin Cities,3.34,PhD,Houston,M,1.0,0,N/A,3,Teaching Assistant,04/02,11/02,Teaching Assistant,01/03,05/05,Research Assistant,06/05,04/06
630,University of Oklahoma,3.61,Bachelors,Los Angeles,N/A,1.0,1,0,4,Research Assistant,03/09,12/09,ML Engineer,02/10,12/11,Teaching Assistant,12/11,12/12
631,University of New Mexico,3.81,Bachelors,San Diego,F,1.0,0,N/A,0,Junior Data Scientist,12/02,05/04,N/A,N/A,N/A,N/A,N/A,N/A
632,Ohio State University,2.21,Bachelors,Chicago,F,1.0,0,N/A,3,Senior SWE,09/09,04/11,Teaching Assistant,05/11,03/12,N/A,N/A,N/A
633,Cornell University,2.19,PhD,Chicago,N/A,N/A,1,0,3,ML Engineer,04/01,01/03,ML Engineer,03/03,01/04,Senior Data Scientist,03/04,06/06
634,University of Chicago,2.29,PhD,New York City,F,N/A,0,1,0,Lawyer,11/05,05/06,Lawyer,06/06,02/07,Teaching Assistant,05/07,09/07
635,Carnegie Mellon University,2.38,Bachelors,San Antonio,M,N/A,0,1,4,ML Engineer,05/00,12/00,Lawyer,03/01,11/02,N/A,N/A,N/A
636,University of Texas at Austin,3.05,PhD,Houston,N/A,1.0,0,1,2,Senior Data Scientist,11/04,02/07,Lawyer,03/07,06/08,Lawyer,08/08,04/09
637,University of Michigan,3.63,Bachelors,Phoenix,F,0.0,0,1,0,ML Engineer,08/06,03/08,Research Assistant,03/08,07/10,N/A,N/A,N/A
638,Harvard University,2.53,PhD,Los Angeles,N/A,N/A,1,N/A,4,Teaching Assistant,07/09,06/10,Senior Data Scientist,07/10,08/12,Senior Data Scientist,08/12,04/14
639,Ohio State University,2.79,Bachelors,Phoenix,M,N/A,1,0,0,ML Engineer,08/05,02/07,Research Assistant,05/07,05/08,ML Engineer,08/08,08/10
640,Cornell University,2.74,PhD,San Antonio,N/A,0.0,1,N/A,1,Senior SWE,04/09,07/10,Senior SWE,07/10,09/12,ML Engineer,11/12,07/14
641,University of New Mexico,2.81,PhD,Los Angeles,N/A,1.0,1,N/A,2,Research Assistant,02/08,08/10,Lawyer,10/10,04/12,Junior SWE,05/12,10/14
642,University of Arizona,3.13,PhD,New York City,N/A,1.0,1,1,4,Senior Data Scientist,09/03,02/04,Teaching Assistant,04/04,12/06,Lawyer,03/07,09/07
643,University of Connecticut,3.98,PhD,Phoenix,F,0.0,1,0,2,Lawyer,12/02,12/03,Research Assistant,12/03,09/06,Lawyer,11/06,02/09
644,University of Pennsylvania,2.45,Masters,Los Angeles,M,N/A,0,0,4,Senior SWE,04/00,12/00,Lawyer,01/01,02/02,Junior Data Scientist,02/02,11/03
645,Purdue University,3.36,Bachelors,Philadelphia,M,N/A,0,1,0,ML Engineer,05/01,06/02,N/A,N/A,N/A,N/A,N/A,N/A
646,University of Minnesota Twin Cities,3.69,PhD,Philadelphia,F,1.0,1,0,1,Teaching Assistant,09/07,01/08,Senior SWE,04/08,04/09,Junior SWE,05/09,05/10
647,Purdue University,3.3,PhD,Dallas,M,0.0,1,N/A,1,Research Assistant,02/01,06/01,Lawyer,09/01,08/02,N/A,N/A,N/A
648,University of Oregon,3.71,Bachelors,San Antonio,M,N/A,1,N/A,2,Research Assistant,02/09,03/11,Research Assistant,04/11,11/12,Research Assistant,12/12,04/14
649,University of Pittsburgh,3.51,Masters,San Antonio,M,N/A,1,N/A,2,Junior Data Scientist,01/06,06/07,Junior Data Scientist,08/07,12/07,Teaching Assistant,02/08,03/09
650,University of Florida,2.18,PhD,Houston,N/A,0.0,1,N/A,0,Teaching Assistant,05/04,06/05,Senior Data Scientist,08/05,08/06,ML Engineer,11/06,06/07
651,University of Michigan,2.75,Masters,Dallas,F,0.0,1,N/A,3,Junior SWE,10/04,04/07,Lawyer,04/07,09/09,ML Engineer,11/09,05/10
652,California Institute of Technology (Caltech),3.1,PhD,San Diego,F,1.0,0,0,3,Senior Data Scientist,02/03,10/04,Teaching Assistant,11/04,03/06,ML Engineer,05/06,06/08
653,University of Cincinnati,2.11,PhD,San Antonio,M,0.0,0,1,2,Teaching Assistant,03/04,10/05,ML Engineer,12/05,03/08,Senior SWE,04/08,04/10
654,University of Minnesota Twin Cities,2.01,Bachelors,Philadelphia,N/A,0.0,0,N/A,0,Senior SWE,09/01,03/04,Senior SWE,06/04,10/06,Junior Data Scientist,12/06,05/09
655,University of Houston,2.34,Masters,San Jose,N/A,0.0,0,N/A,2,Senior SWE,05/09,12/09,ML Engineer,12/09,07/11,Senior Data Scientist,10/11,09/13
656,New York University (NYU),2.99,Bachelors,San Diego,M,1.0,1,1,0,Lawyer,10/01,08/02,Research Assistant,10/02,07/05,Junior SWE,10/05,11/06
657,Princeton University,2.86,Bachelors,Phoenix,N/A,N/A,1,N/A,4,Teaching Assistant,01/06,01/08,N/A,N/A,N/A,N/A,N/A,N/A
658,University of Alabama,3.56,Masters,Los Angeles,M,N/A,0,N/A,3,Lawyer,04/03,01/04,Lawyer,02/04,07/06,Senior Data Scientist,08/06,01/08
659,California Institute of Technology (Caltech),3.13,PhD,Dallas,N/A,0.0,1,0,3,Junior SWE,02/02,01/03,Research Assistant,04/03,08/05,Junior SWE,11/05,07/06
660,Johns Hopkins University,3.71,PhD,San Jose,M,0.0,1,1,0,ML Engineer,04/06,06/07,Research Assistant,06/07,02/08,Lawyer,02/08,05/08
661,University of Arizona,2.19,PhD,Phoenix,N/A,0.0,1,0,1,Senior SWE,07/06,06/08,ML Engineer,08/08,12/08,Junior SWE,01/09,05/09
662,Dartmouth College,3.05,PhD,Phoenix,F,1.0,1,1,4,Lawyer,05/04,11/05,Teaching Assistant,12/05,09/07,Senior Data Scientist,12/07,03/09
663,University of Hawaii at Manoa,2.08,PhD,San Antonio,M,0.0,1,N/A,1,ML Engineer,03/00,06/01,Lawyer,08/01,12/03,Junior SWE,01/04,07/06
664,Columbia University,2.42,Masters,San Diego,F,N/A,0,N/A,0,Junior Data Scientist,12/04,09/06,Teaching Assistant,12/06,05/09,Junior Data Scientist,06/09,12/11
665,University of Kentucky,3.73,PhD,Phoenix,F,N/A,1,0,3,Teaching Assistant,10/04,04/05,Senior SWE,06/05,07/06,Senior SWE,10/06,03/09
666,University of Georgia,3.77,Masters,Chicago,N/A,0.0,0,N/A,3,Junior Data Scientist,11/03,04/05,Senior Data Scientist,05/05,01/07,Teaching Assistant,01/07,02/09
667,University of South Carolina,2.95,Masters,Chicago,M,1.0,0,1,1,Lawyer,06/05,01/08,ML Engineer,03/08,09/10,Senior Data Scientist,11/10,04/11
668,University of Texas at Austin,2.09,PhD,Dallas,N/A,N/A,1,N/A,4,Senior SWE,10/06,11/08,ML Engineer,12/08,03/11,Senior SWE,06/11,02/14
669,Ohio State University,2.14,PhD,San Antonio,M,1.0,1,0,4,Junior SWE,03/03,09/03,Junior Data Scientist,09/03,01/05,Junior Data Scientist,03/05,12/05
670,University of Miami,3.85,Bachelors,San Jose,F,N/A,0,N/A,3,Junior Data Scientist,11/05,10/07,Senior SWE,12/07,06/08,N/A,N/A,N/A
671,University of Florida,3.79,Bachelors,Houston,N/A,N/A,0,N/A,2,Junior SWE,12/05,09/06,Senior SWE,10/06,04/07,Junior SWE,06/07,02/09
672,Indiana University Bloomington,3.12,PhD,San Antonio,F,0.0,0,N/A,1,Research Assistant,03/03,02/05,Junior SWE,04/05,09/06,ML Engineer,12/06,02/09
673,University of Hawaii at Manoa,2.06,Bachelors,San Antonio,F,N/A,0,N/A,4,ML Engineer,11/00,03/02,Junior SWE,05/02,01/05,Teaching Assistant,03/05,03/07
674,Dartmouth College,3.85,Bachelors,San Diego,N/A,0.0,1,0,3,ML Engineer,03/08,11/09,Research Assistant,02/10,07/11,Senior SWE,09/11,09/12
675,University of Iowa,2.62,Masters,Dallas,F,N/A,1,N/A,2,Lawyer,04/02,09/04,N/A,N/A,N/A,N/A,N/A,N/A
676,University of Georgia,3.92,Masters,Phoenix,F,0.0,0,0,2,Junior Data Scientist,03/02,04/03,Senior Data Scientist,05/03,10/04,N/A,N/A,N/A
677,University of Kansas,3.17,Masters,New York City,F,N/A,1,1,1,Teaching Assistant,01/00,10/00,Senior Data Scientist,12/00,12/01,ML Engineer,12/01,06/02
678,University of Cincinnati,3.5,Masters,Phoenix,N/A,1.0,1,N/A,4,ML Engineer,04/08,11/09,Senior Data Scientist,11/09,12/11,Senior Data Scientist,12/11,04/13
679,Carnegie Mellon University,3.42,Bachelors,Houston,N/A,N/A,1,N/A,4,Teaching Assistant,09/09,01/10,Senior SWE,03/10,07/11,N/A,N/A,N/A
680,University of Washington,2.79,Masters,Phoenix,F,1.0,0,0,0,Junior SWE,11/02,05/03,Senior Data Scientist,08/03,01/05,Teaching Assistant,02/05,12/05
681,Michigan State University,2.15,Bachelors,Los Angeles,F,N/A,1,0,3,Teaching Assistant,03/07,02/08,N/A,N/A,N/A,N/A,N/A,N/A
682,Northwestern University,2.32,Bachelors,San Diego,F,N/A,0,N/A,1,Senior Data Scientist,02/02,07/04,Research Assistant,09/04,12/06,Lawyer,12/06,12/07
683,Duke University,2.48,PhD,San Antonio,M,N/A,1,1,2,Senior Data Scientist,08/01,12/03,Lawyer,01/04,08/04,Junior Data Scientist,09/04,10/06
684,Yale University,3.66,Bachelors,Los Angeles,F,1.0,1,1,0,Junior SWE,04/08,07/10,Lawyer,09/10,12/11,Teaching Assistant,03/12,12/13
685,Harvard University,2.77,Bachelors,Los Angeles,F,N/A,1,0,4,Senior SWE,12/08,08/09,N/A,N/A,N/A,N/A,N/A,N/A
686,University of Miami,3.79,Bachelors,Dallas,M,1.0,0,0,4,Junior Data Scientist,06/00,10/01,Research Assistant,10/01,10/02,Senior SWE,12/02,11/04
687,University of Utah,2.66,Bachelors,San Diego,N/A,0.0,1,0,0,ML Engineer,05/07,05/08,Senior SWE,08/08,09/09,Junior Data Scientist,11/09,10/11
688,Brown University,3.51,PhD,Houston,M,0.0,0,0,0,Lawyer,12/03,04/05,ML Engineer,06/05,01/08,Senior Data Scientist,01/08,05/08
689,University of Texas at Austin,2.27,Masters,San Antonio,F,N/A,0,0,1,Research Assistant,07/06,12/08,Teaching Assistant,12/08,12/10,Junior SWE,02/11,07/11
690,University of Delaware,3.97,Masters,San Diego,F,0.0,1,N/A,0,Senior Data Scientist,06/09,11/11,Junior SWE,12/11,01/14,Lawyer,03/14,06/14
691,University of Delaware,3.44,Masters,Philadelphia,F,N/A,1,N/A,4,Junior SWE,04/09,09/11,ML Engineer,10/11,06/13,Research Assistant,09/13,04/15
692,University of Miami,3.0,Masters,Phoenix,M,N/A,0,1,3,Teaching Assistant,08/00,10/01,Junior Data Scientist,12/01,09/03,Teaching Assistant,11/03,06/06
693,University of Connecticut,3.94,Masters,Phoenix,F,0.0,1,N/A,4,Research Assistant,02/07,05/09,ML Engineer,06/09,04/10,Teaching Assistant,07/10,01/11
694,Florida State University,2.1,PhD,San Antonio,N/A,0.0,0,0,0,Research Assistant,09/04,02/06,ML Engineer,04/06,03/08,Senior Data Scientist,06/08,06/10
